gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,career_aspiration_Accountant,career_aspiration_Artist,career_aspiration_Banker,career_aspiration_Business Owner,career_aspiration_Construction Engineer,career_aspiration_Designer,career_aspiration_Doctor,career_aspiration_Game Developer,career_aspiration_Government Officer,career_aspiration_Lawyer,career_aspiration_Real Estate Developer,career_aspiration_Scientist,career_aspiration_Software Engineer,career_aspiration_Stock Investor,career_aspiration_Teacher,career_aspiration_Unknown,career_aspiration_Writer,average_score,science_avg,humanities_avg,engagement_score,performance_consistency
0,0,4,0,18,92,60,66,87,60,83,95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.57142857142857,76.25,79.33333333333333,16.0,84.82483231441199
1,0,4,0,31,85,97,64,90,79,81,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.42857142857143,79.5,86.33333333333333,29.0,89.73911727551112
0,1,7,0,4,65,55,66,50,88,56,86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.57142857142857,67.25,65.66666666666667,0.5,84.94612848403948
1,1,6,0,3,93,94,92,77,87,98,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.28571428571429,87.25,85.0,0.0,87.72924498771862
1,0,4,0,3,97,99,85,96,91,68,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,92.25,77.66666666666667,1.0,86.21595124790977
0,1,4,0,3,54,99,79,57,53,95,83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.28571428571429,60.75,92.33333333333331,1.0,80.41502033262663
0,1,5,1,5,88,53,50,58,84,53,96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.85714285714286,70.0,67.33333333333333,7.5,80.38343751291976
1,0,5,1,27,71,85,93,68,100,91,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,83.0,87.66666666666667,29.5,88.3523965268959
0,0,0,1,28,81,98,74,70,97,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.57142857142857,80.5,76.0,33.0,85.94229579130904
1,0,4,0,32,80,78,86,80,64,68,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.42857142857143,77.5,82.0,30.0,88.18394957614653
1,0,0,0,14,100,89,90,93,30,83,74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.85714285714286,78.25,82.0,14.0,76.56620267342791
0,0,6,1,16,76,72,96,65,89,87,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.71428571428571,81.5,84.33333333333333,18.0,88.20008071052622
1,0,2,0,24,99,81,73,70,85,86,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.28571428571429,81.75,76.0,23.0,87.55392584367416
0,0,9,0,0,64,70,61,81,82,51,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.42857142857143,72.0,63.66666666666666,-4.5,89.00216471516413
1,0,3,0,32,90,96,86,61,89,98,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,81.5,87.33333333333333,30.5,85.91691321714826
0,0,2,0,3,85,100,92,68,60,77,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.71428571428571,76.25,86.66666666666667,2.0,86.29216421513732
1,0,6,0,31,91,60,84,88,76,71,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.28571428571429,84.75,76.66666666666667,28.0,86.7874518516893
1,0,3,0,21,95,72,79,86,87,81,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.28571428571429,86.75,71.66666666666667,19.5,89.20317506989075
0,1,2,0,18,94,78,73,97,67,78,99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.71428571428571,82.75,85.0,17.0,87.24964986475162
0,0,7,0,26,94,89,64,96,91,95,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.57142857142857,86.25,87.0,22.5,88.15577295532907
0,0,4,0,23,89,99,90,79,85,96,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.85714285714286,85.75,97.66666666666669,21.0,92.66450248384447
1,0,2,0,1,91,81,88,71,78,83,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.14285714285714,82.0,80.0,0.0,93.085556869167
1,0,5,0,33,83,86,61,99,99,88,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.14285714285714,85.5,82.33333333333333,30.5,86.3321719424949
0,0,7,0,2,98,65,53,64,52,96,62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,66.75,74.33333333333333,-1.5,80.86016370672587
1,0,1,0,34,83,97,65,88,67,95,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.57142857142857,75.75,87.0,33.5,86.46169455634443
0,0,2,0,18,91,73,99,70,63,80,78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.14285714285714,80.75,77.0,17.0,87.62490981273845
1,1,6,0,2,90,54,77,74,76,96,88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.28571428571429,79.25,79.33333333333333,-1.0,86.13500467947806
0,0,3,0,27,92,86,66,69,100,71,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.57142857142857,81.75,79.0,25.5,87.2477826391232
0,0,2,0,8,64,64,73,76,72,97,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.71428571428571,71.25,84.0,7.0,87.24964986475162
0,0,4,0,14,90,70,85,60,81,71,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.85714285714286,79.0,76.33333333333333,12.0,88.90302486517803
0,0,10,1,22,99,81,96,69,91,87,83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.57142857142857,88.75,83.66666666666667,22.0,89.86989399764012
1,0,1,0,15,89,66,93,81,86,88,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85714285714286,87.25,74.66666666666667,14.5,89.81130411634915
1,1,3,0,22,62,87,93,83,93,97,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,82.75,85.66666666666667,20.5,87.4434611987751
0,1,10,0,1,61,70,69,64,59,78,80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.71428571428571,63.25,76.0,-4.0,91.92298970917486
0,1,8,0,3,51,54,66,87,99,58,68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,75.75,60.0,-1.0,82.18614771215016
1,0,2,0,20,85,100,64,68,73,81,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.71428571428571,72.5,89.33333333333333,19.0,87.5941641996695
1,0,7,1,27,99,90,96,92,100,98,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.14285714285714,96.75,88.33333333333333,28.5,91.99107640548013
1,0,3,0,24,87,63,60,90,89,99,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.14285714285714,81.5,80.66666666666667,22.5,85.44632267055766
1,0,1,1,5,75,91,80,93,74,93,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.57142857142857,80.5,83.0,9.5,88.98702064445256
1,0,7,0,34,88,94,80,63,68,77,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.28571428571429,74.75,78.33333333333333,30.5,88.0178704492303
0,0,3,0,16,87,79,89,68,93,75,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.28571428571429,84.25,82.0,14.5,90.53578167139892
1,1,3,0,3,87,67,94,92,62,58,65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,83.75,63.333333333333336,1.5,84.63770850426279
1,0,1,0,15,76,67,83,85,91,61,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.71428571428571,83.75,65.0,14.5,88.88373135573683
1,0,7,0,11,60,80,61,63,95,92,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14285714285714,69.75,82.33333333333333,7.5,85.4005870959529
0,0,7,0,32,85,65,99,100,88,93,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,93.0,76.66666666666667,28.5,86.73350083857841
0,0,3,0,28,73,67,70,71,65,73,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.28571428571429,69.75,75.66666666666667,26.5,92.865242687746
0,0,1,0,24,85,71,69,80,70,77,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,76.0,71.33333333333333,23.5,93.16869948936026
1,0,2,0,9,91,76,71,72,92,67,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.85714285714286,81.5,77.66666666666667,8.0,89.23851665384721
1,0,3,1,14,99,95,83,89,81,63,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.85714285714286,88.0,76.0,17.5,87.03300894028004
0,0,3,0,16,93,96,68,87,69,89,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,79.25,95.0,14.5,87.29829407782823
0,0,3,0,29,89,75,60,80,62,85,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.85714285714286,72.75,77.66666666666667,27.5,89.05424631149029
0,0,0,0,14,95,78,95,73,32,65,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.28571428571429,73.75,70.33333333333333,14.0,78.55460977494786
0,0,4,0,10,68,82,95,63,62,98,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.14285714285714,72.0,91.0,8.0,84.3004397999119
0,0,5,0,31,98,73,73,77,87,98,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.14285714285714,83.75,84.66666666666667,28.5,89.25401514628881
0,0,4,0,34,79,92,79,76,84,67,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.42857142857143,79.5,81.66666666666667,32.0,92.02384506049138
1,0,5,0,3,78,79,73,96,64,93,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.14285714285714,77.75,85.66666666666667,0.5,88.81327317117035
1,0,2,1,34,100,98,89,85,81,64,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.28571428571429,88.75,85.33333333333333,38.0,87.67503501405534
1,0,3,1,2,86,76,84,93,76,69,91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.14285714285714,84.75,78.66666666666667,5.5,91.2168993434632
0,0,3,0,4,87,89,93,98,79,72,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.57142857142857,89.25,83.0,2.5,91.34249568568511
0,1,0,0,28,100,93,85,61,96,83,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.28571428571429,85.5,87.33333333333333,28.0,87.22353353864632
1,0,0,0,5,85,89,94,69,99,93,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.57142857142857,86.75,93.33333333333331,5.0,89.70668270418224
1,0,2,0,4,87,73,98,91,79,60,77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.71428571428571,88.75,70.0,3.0,87.42072755529577
1,0,2,0,25,96,80,100,61,81,98,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.0,84.5,81.0,24.0,84.16754388394945
0,0,5,0,29,76,87,64,74,73,90,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.42857142857143,71.75,92.0,26.5,87.98810113738405
0,1,6,0,1,90,80,63,94,64,70,79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.14285714285714,77.75,76.33333333333333,-2.0,87.85602246065193
1,0,7,0,2,65,60,100,91,87,78,99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.85714285714286,85.75,79.0,-1.5,84.17356039798621
1,0,2,0,0,98,97,62,89,62,95,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.85714285714286,77.75,89.66666666666667,-1.0,84.08953623734189
1,0,3,0,16,91,80,97,89,94,95,84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,92.75,86.33333333333333,14.5,93.83558599703102
0,0,3,1,31,86,81,83,81,81,77,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82.14285714285714,82.75,81.33333333333333,34.5,96.81521474148458
1,0,1,0,4,91,93,72,61,61,87,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,71.25,91.66666666666669,3.5,85.0
